Ticker,Sector,Industry
THANGAMAYL.NS,Consumer Durables,Other Consumer Specialties
THEINVEST.NS,Finance,Investment Banks/Brokers
THEJO.NS,Distribution Services,Wholesale Distributors
THELEELA.NS,Consumer Services,Hotels/Resorts/Cruise lines
THEMISMED.NS,Health Technology,Pharmaceuticals: Major
THERMAX.NS,Producer Manufacturing,Industrial Machinery
THESL.NS,Commercial Services,Miscellaneous Commercial Services
THOMASCOOK.NS,Consumer Services,Other Consumer Services
THOMASCOTT.NS,Consumer Non-Durables,Apparel/Footwear
THYROCARE.NS,Health Services,Medical/Nursing Services
TI.NS,Consumer Non-Durables,Beverages: Alcoholic
TICL.NS,Industrial Services,Engineering & Construction
TIGERLOGS.NS,Transportation,Air Freight/Couriers
TIIL.NS,Producer Manufacturing,Metal Fabrication
TIINDIA.NS,Non-Energy Minerals,Steel
TIJARIA.NS,Producer Manufacturing,Miscellaneous Manufacturing
TIL.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
TIMESCAN.NS,Transportation,Air Freight/Couriers
TIMETECHNO.NS,Process Industries,Containers/Packaging
TIMEX.NS,Consumer Durables,Other Consumer Specialties
TIMKEN.NS,Producer Manufacturing,Industrial Machinery
TINNARUBR.NS,Process Industries,Industrial Specialties
TIPSFILMS.NS,Consumer Services,Movies/Entertainment
TIPSMUSIC.NS,Consumer Services,Movies/Entertainment
TIRUMALCHM.NS,Process Industries,Chemicals: Specialty
TIRUPATI.NS,Process Industries,Containers/Packaging
TIRUPATIFL.NS,Producer Manufacturing,Industrial Conglomerates
TITAGARH.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
TITAN.NS,Consumer Durables,Other Consumer Specialties
TMB.NS,Finance,Regional Banks
TMCV.NS,Consumer Durables,Motor Vehicles
TMPV.NS,Consumer Durables,Motor Vehicles
TNPETRO.NS,Process Industries,Chemicals: Specialty
TNPL.NS,Process Industries,Pulp & Paper
TNTELE.NS,Producer Manufacturing,Electrical Products
TOKYOPLAST.NS,Producer Manufacturing,Miscellaneous Manufacturing
TOLINS.NS,Consumer Durables,Automotive Aftermarket
TORNTPHARM.NS,Health Technology,Pharmaceuticals: Major
TORNTPOWER.NS,Utilities,Electric Utilities
TOTAL.NS,Transportation,Air Freight/Couriers
TOUCHWOOD.NS,Commercial Services,Miscellaneous Commercial Services
TOYAMSL.NS,Finance,Financial Conglomerates
TPHQ.NS,Industrial Services,Engineering & Construction
TPLPLASTEH.NS,Process Industries,Chemicals: Specialty
TRACXN.NS,Technology Services,Internet Software/Services
TRANSCOR.NS,Commercial Services,Miscellaneous Commercial Services
TRANSPEK.NS,Process Industries,Chemicals: Specialty
TRANSRAILL.NS,Industrial Services,Engineering & Construction
TRANSTEEL.NS,Producer Manufacturing,Office Equipment/Supplies
TRANSWIND.NS,Industrial Services,Engineering & Construction
TRANSWORLD.NS,Transportation,Marine Shipping
TRAVELFOOD.NS,Consumer Services,Restaurants
TREEHOUSE.NS,Consumer Services,Other Consumer Services
TREJHARA.NS,Technology Services,Information Technology Services
TREL.NS,Finance,Real Estate Development
TRENT.NS,Retail Trade,Apparel/Footwear Retail
TRF.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
TRIDENT.NS,Process Industries,Textiles
TRIDHYA.NS,Technology Services,Packaged Software
TRIGYN.NS,Technology Services,Information Technology Services
TRITONV.NS,Consumer Durables,Automotive Aftermarket
TRITURBINE.NS,Producer Manufacturing,Industrial Machinery
TRIVENI.NS,Process Industries,Agricultural Commodities/Milling
TROM.NS,Industrial Services,Engineering & Construction
TRU.NS,Finance,Finance/Rental/Leasing
TRUALT.NS,Process Industries,Chemicals: Specialty
TRUST.NS,Technology Services,Information Technology Services
TSC.NS,Consumer Services,Other Consumer Services
TSFINV.NS,Finance,Financial Conglomerates
TTKHLTCARE.NS,Health Technology,Pharmaceuticals: Major
TTKPRESTIG.NS,Consumer Durables,Home Furnishings
TTL.NS,Process Industries,Textiles
TTML.NS,Communications,Specialty Telecommunications
TUNWAL.NS,Consumer Durables,Motor Vehicles
TURTLEMINT.NS,Finance,Insurance Brokers/Services
TUTIALKA.NS,Process Industries,Chemicals: Specialty
TVSELECT.NS,Electronic Technology,Electronic Equipment/Instruments
TVSHLTD.NS,Producer Manufacturing,Auto Parts: OEM
TVSMOTOR.NS,Consumer Durables,Motor Vehicles
TVSSCS.NS,Transportation,Air Freight/Couriers
TVSSRICHAK.NS,Consumer Durables,Automotive Aftermarket
TVTODAY.NS,Consumer Services,Broadcasting
TVVISION.NS,Consumer Services,Broadcasting
UBL.NS,Consumer Non-Durables,Beverages: Alcoholic
UCAL.NS,Producer Manufacturing,Auto Parts: OEM
UCL.NS,Process Industries,Chemicals: Specialty
UCOBANK.NS,Finance,Regional Banks
UDAYJEW.NS,Consumer Durables,Other Consumer Specialties
UDS.NS,Commercial Services,Miscellaneous Commercial Services
UEL.NS,Utilities,Alternative Power Generation
UFBL.NS,Consumer Services,Restaurants
UFLEX.NS,Process Industries,Containers/Packaging
UFO.NS,Consumer Services,Movies/Entertainment
UGARSUGAR.NS,Process Industries,Agricultural Commodities/Milling
UGROCAP.NS,Finance,Finance/Rental/Leasing
UHTL.NS,Producer Manufacturing,Industrial Machinery
UJJIVANSFB.NS,Finance,Regional Banks
ULTRACEMCO.NS,Non-Energy Minerals,Construction Materials
ULTRAMAR.NS,Process Industries,Chemicals: Specialty
UMA.NS,Process Industries,Containers/Packaging
UMAEXPORTS.NS,Distribution Services,Wholesale Distributors
UMESLTD.NS,Producer Manufacturing,Metal Fabrication
UMIYA_MRO.NS,Electronic Technology,Electronic Production Equipment
UNICHEMLAB.NS,Health Technology,Pharmaceuticals: Major
UNIDT.NS,Industrial Services,Oilfield Services/Equipment
UNIECOM.NS,Technology Services,Packaged Software
UNIENTER.NS,Producer Manufacturing,Industrial Conglomerates
UNIHEALTH.NS,Health Services,Medical/Nursing Services
UNIINFO.NS,Communications,Specialty Telecommunications
UNILEX.NS,Process Industries,Chemicals: Specialty
UNIMECH.NS,Producer Manufacturing,Industrial Machinery
UNIONBANK.NS,Finance,Major Banks
UNIPARTS.NS,Producer Manufacturing,Auto Parts: OEM
UNITDSPR.NS,Consumer Non-Durables,Beverages: Alcoholic
UNITECH.NS,Industrial Services,Engineering & Construction
UNITEDPOLY.NS,Process Industries,Textiles
UNITEDTEA.NS,Consumer Non-Durables,Food: Specialty/Candy
UNIVAFOODS.NS,Miscellaneous,Miscellaneous
UNIVASTU.NS,Industrial Services,Engineering & Construction
UNIVCABLES.NS,Electronic Technology,Electronic Components
UNIVPHOTO.NS,Consumer Durables,Electronics/Appliances
UNOMINDA.NS,Producer Manufacturing,Auto Parts: OEM
UPHOT.NS,Consumer Services,Hotels/Resorts/Cruise lines
UPL.NS,Process Industries,Chemicals: Agricultural
URAVIDEF.NS,Producer Manufacturing,Electrical Products
URBAN.NS,Transportation,Trucking
URBANCO.NS,Technology Services,Packaged Software
URJA.NS,Electronic Technology,Semiconductors
USASEEDS.NS,Process Industries,Agricultural Commodities/Milling
USHAFIN.NS,Finance,Finance/Rental/Leasing
USHAMART.NS,Producer Manufacturing,Metal Fabrication
USK.NS,Industrial Services,Engineering & Construction
UTIAMC.NS,Finance,Investment Managers
UTKAL.NS,Process Industries,Containers/Packaging
UTKARSHBNK.NS,Finance,Regional Banks
UTLSOLAR.NS,Electronic Technology,Semiconductors
UTSSAV.NS,Consumer Durables,Other Consumer Specialties
UTTAMSUGAR.NS,Process Industries,Agricultural Commodities/Milling
UWCSL.NS,Producer Manufacturing,Miscellaneous Manufacturing
UYFINCORP.NS,Finance,Finance/Rental/Leasing
V2RETAIL.NS,Retail Trade,Apparel/Footwear Retail
VADILALIND.NS,Consumer Non-Durables,Food: Specialty/Candy
VADILENT.NS,Consumer Non-Durables,Food: Specialty/Candy
VAIBHAVGBL.NS,Consumer Durables,Other Consumer Specialties
VAISHALI.NS,Health Technology,Pharmaceuticals: Major
VAKRANGEE.NS,Retail Trade,Internet Retail
VALIANTLAB.NS,Health Technology,Pharmaceuticals: Major
VALIANTORG.NS,Process Industries,Chemicals: Specialty
VALUE360.NS,Commercial Services,Miscellaneous Commercial Services
VAML.NS,Non-Energy Minerals,Aluminum
VARDHACRLC.NS,Consumer Non-Durables,Apparel/Footwear
VARDMNPOLY.NS,Process Industries,Textiles
VARROC.NS,Producer Manufacturing,Auto Parts: OEM
VASA.NS,Process Industries,Textiles
VASCONEQ.NS,Industrial Services,Engineering & Construction
VASUPRADA.NS,Consumer Non-Durables,Food: Specialty/Candy
VASWANI.NS,Non-Energy Minerals,Steel
VBL.NS,Consumer Non-Durables,Beverages: Non-Alcoholic
VCL.NS,Process Industries,Textiles
VDEAL.NS,Producer Manufacturing,Electrical Products
VEDAVAAG.NS,Technology Services,Information Technology Services
VEDL.NS,Non-Energy Minerals,Aluminum
VEDPOWER.NS,Utilities,Electric Utilities
VEEDOL.NS,Energy Minerals,Oil Refining/Marketing
VEEKAYEM.NS,Process Industries,Textiles
VELJAN.NS,Producer Manufacturing,Industrial Machinery
VENKEYS.NS,Process Industries,Agricultural Commodities/Milling
VENTIVE.NS,Consumer Services,Hotels/Resorts/Cruise lines
VENUSPIPES.NS,Non-Energy Minerals,Steel
VENUSREM.NS,Health Technology,Pharmaceuticals: Major
VERANDA.NS,Commercial Services,Miscellaneous Commercial Services
VERITAAS.NS,Commercial Services,Advertising/Marketing Services
VERTEXPLUS.NS,Commercial Services,Miscellaneous Commercial Services
VERTIS.NS,Miscellaneous,Investment Trusts/Mutual Funds
VERTOZ.NS,Commercial Services,Advertising/Marketing Services
VESUVIUS.NS,Non-Energy Minerals,Construction Materials
VETO.NS,Producer Manufacturing,Electrical Products
VGCL.NS,Finance,Investment Managers
VGINFOTECH.NS,Technology Services,Packaged Software
VGL.NS,Process Industries,Textiles
VGUARD.NS,Producer Manufacturing,Electrical Products
VHL.NS,Finance,Investment Managers
VHLTD.NS,Consumer Services,Hotels/Resorts/Cruise lines
VIAZ.NS,Consumer Durables,Automotive Aftermarket
VICTORYEV.NS,Consumer Durables,Motor Vehicles
VIDHIING.NS,Consumer Non-Durables,Food: Specialty/Candy
VIDYAWIRES.NS,Non-Energy Minerals,Other Metals/Minerals
VIESL.NS,Finance,Finance/Rental/Leasing
VIGOR.NS,Producer Manufacturing,Miscellaneous Manufacturing
VIJAYA.NS,Health Services,Medical/Nursing Services
VIJAYPD.NS,Distribution Services,Medical Distributors
VIJIFIN.NS,Finance,Finance/Rental/Leasing
VIJSOLX.NS,Process Industries,Agricultural Commodities/Milling
VIKASECO.NS,Process Industries,Chemicals: Major Diversified
VIKASLIFE.NS,Distribution Services,Wholesale Distributors
VIKRAMSOLR.NS,Electronic Technology,Semiconductors
VIKRAN.NS,Industrial Services,Engineering & Construction
VILAS.NS,Electronic Technology,Electronic Components
VILINBIO.NS,Health Technology,Pharmaceuticals: Major
VIMTALABS.NS,Commercial Services,Miscellaneous Commercial Services
VINATIORGA.NS,Process Industries,Chemicals: Specialty
VINCOFE.NS,Distribution Services,Wholesale Distributors
VINDHYATEL.NS,Industrial Services,Engineering & Construction
VINEETLAB.NS,Process Industries,Chemicals: Specialty
VINNY.NS,Process Industries,Textiles
VINSYS.NS,Commercial Services,Miscellaneous Commercial Services
VINYAS.NS,Electronic Technology,Electronic Production Equipment
VINYLINDIA.NS,Distribution Services,Wholesale Distributors
VIPCLOTHNG.NS,Consumer Non-Durables,Apparel/Footwear
VIPIND.NS,Consumer Durables,Other Consumer Specialties
VIPULLTD.NS,Finance,Real Estate Development
VIRAT.NS,Consumer Non-Durables,Apparel/Footwear
VIRINCHI.NS,Technology Services,Information Technology Services
VIRTUALG.NS,Consumer Services,Other Consumer Services
VISACHROME.NS,Non-Energy Minerals,Steel
VISAKAIND.NS,Process Industries,Industrial Specialties
VISAMAN.NS,Distribution Services,Wholesale Distributors
VISDEM.NS,Producer Manufacturing,Electrical Products
VISHAL.NS,Process Industries,Textiles
VISHNU.NS,Process Industries,Chemicals: Specialty
VISHNUINFR.NS,Non-Energy Minerals,Construction Materials
VISHWARAJ.NS,Process Industries,Agricultural Commodities/Milling
VISHWAS.NS,Process Industries,Agricultural Commodities/Milling
VISL.NS,Non-Energy Minerals,Steel
VITAL.NS,Process Industries,Chemicals: Specialty
VIVIANA.NS,Industrial Services,Engineering & Construction
VIVIDEL.NS,Producer Manufacturing,Electrical Products
VIVIDHA.NS,Process Industries,Textiles
VIVIMEDLAB.NS,Health Technology,Pharmaceuticals: Major
VIVO.NS,Technology Services,Information Technology Services
VIVOBIOT.NS,Distribution Services,Medical Distributors
VIYASH.NS,Health Technology,Pharmaceuticals: Major
VLEGOV.NS,Technology Services,Information Technology Services
VLINFRA.NS,Industrial Services,Engineering & Construction
VLSFINANCE.NS,Finance,Investment Banks/Brokers
VMARCIND.NS,Producer Manufacturing,Electrical Products
VMART.NS,Retail Trade,Specialty Stores
VMM.NS,Retail Trade,Apparel/Footwear Retail
VMOBILE.NS,Retail Trade,Electronics/Appliance Stores
VMSTMT.NS,Non-Energy Minerals,Steel
VOEPL.NS,Health Technology,Medical Specialties
VOGL.NS,Energy Minerals,Oil & Gas Production
VOITHPAPR.NS,Process Industries,Textiles
VOLERCAR.NS,Transportation,Other Transportation
VOLTAMP.NS,Producer Manufacturing,Electrical Products
VOLTAS.NS,Producer Manufacturing,Industrial Machinery
VPRPL.NS,Industrial Services,Engineering & Construction
VR.NS,Finance,Real Estate Development
VRAJ.NS,Non-Energy Minerals,Steel
VRLLOG.NS,Transportation,Trucking
VSCL.NS,Process Industries,Chemicals: Specialty
VSSL.NS,Non-Energy Minerals,Steel
VSTIND.NS,Consumer Non-Durables,Tobacco
VSTL.NS,Non-Energy Minerals,Steel
VSTTILLERS.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
VTL.NS,Process Industries,Textiles
VTMLTD.NS,Process Industries,Textiles
WAAREEENER.NS,Electronic Technology,Semiconductors
WAAREEINDO.NS,Electronic Technology,Electronic Equipment/Instruments
WAAREERTL.NS,Utilities,Alternative Power Generation
WABAG.NS,Industrial Services,Engineering & Construction
WAKEFIT.NS,Retail Trade,Specialty Stores
WALCHANNAG.NS,Producer Manufacturing,Industrial Machinery
WALPAR.NS,Health Technology,Pharmaceuticals: Other
WANBURY.NS,Health Technology,Pharmaceuticals: Major
WARDINMOBI.NS,Finance,Real Estate Development
WATERBASE.NS,Process Industries,Agricultural Commodities/Milling
WCIL.NS,Transportation,Air Freight/Couriers
WEALTH.NS,Finance,Investment Managers
WEBELSOLAR.NS,Electronic Technology,Semiconductors
WEIZMANIND.NS,Process Industries,Textiles
WEL.NS,Electronic Technology,Electronic Equipment/Instruments
WELCORP.NS,Producer Manufacturing,Industrial Machinery
WELENT.NS,Industrial Services,Engineering & Construction
WELINV.NS,Finance,Investment Banks/Brokers
WELSPLSOL.NS,Non-Energy Minerals,Steel
WELSPUNLIV.NS,Consumer Non-Durables,Consumer Sundries
WENDT.NS,Producer Manufacturing,Industrial Machinery
WESTLIFE.NS,Consumer Services,Restaurants
WEWIN.NS,Commercial Services,Miscellaneous Commercial Services
WEWORK.NS,Finance,Real Estate Development
WHBRADY.NS,Producer Manufacturing,Industrial Machinery
WHEELS.NS,Producer Manufacturing,Auto Parts: OEM
WHIRLPOOL.NS,Consumer Durables,Electronics/Appliances
WHITEFORCE.NS,Commercial Services,Personnel Services
WILLAMAGOR.NS,Finance,Financial Conglomerates
WINDLAS.NS,Health Technology,Pharmaceuticals: Major
WINDMACHIN.NS,Producer Manufacturing,Industrial Machinery
WINNY.NS,Commercial Services,Miscellaneous Commercial Services
WINSOL.NS,Industrial Services,Engineering & Construction
WIPL.NS,Non-Energy Minerals,Forest Products
WIPRO.NS,Technology Services,Information Technology Services
WOCKPHARMA.NS,Health Technology,Pharmaceuticals: Major
WOL3D.NS,Electronic Technology,Computer Peripherals
WOMANCART.NS,Retail Trade,Specialty Stores
WONDERLA.NS,Consumer Services,Movies/Entertainment
WORTHPERI.NS,Process Industries,Containers/Packaging
WPIL.NS,Producer Manufacturing,Industrial Machinery
WSI.NS,Producer Manufacturing,Electrical Products
WSTCSTPAPR.NS,Producer Manufacturing,Office Equipment/Supplies
WTICAB.NS,Finance,Finance/Rental/Leasing
XCHANGING.NS,Technology Services,Information Technology Services
XELPMOC.NS,Technology Services,Information Technology Services
XPROINDIA.NS,Process Industries,Industrial Specialties
XTGLOBAL.NS,Technology Services,Information Technology Services
XTRANET.NS,Technology Services,Information Technology Services
YAAP.NS,Technology Services,Packaged Software
YASHO.NS,Consumer Non-Durables,Food: Specialty/Candy
YASHOPTICS.NS,Health Technology,Medical Specialties
YATHARTH.NS,Health Services,Hospital/Nursing Management
YATRA.NS,Consumer Services,Other Consumer Services
YCCL.NS,Process Industries,Chemicals: Specialty
YESBANK.NS,Finance,Major Banks
YOGI.NS,Finance,Real Estate Development
YUDIZ.NS,Technology Services,Packaged Software
YUKEN.NS,Producer Manufacturing,Industrial Machinery
ZAGGLE.NS,Technology Services,Packaged Software
ZEAL.NS,Transportation,Airlines
ZEEL.NS,Consumer Services,Broadcasting
ZEELEARN.NS,Consumer Services,Other Consumer Services
ZEEMEDIA.NS,Consumer Services,Broadcasting
ZENITHDRUG.NS,Health Technology,Pharmaceuticals: Major
ZENITHEXPO.NS,Consumer Non-Durables,Apparel/Footwear
ZENITHSTL.NS,Non-Energy Minerals,Steel
ZENSARTECH.NS,Technology Services,Packaged Software
ZENTEC.NS,Technology Services,Information Technology Services
ZFCVINDIA.NS,Producer Manufacturing,Auto Parts: OEM
ZFSTEERING.NS,Producer Manufacturing,Auto Parts: OEM
ZIMLAB.NS,Health Technology,Pharmaceuticals: Generic
ZODIAC.NS,Producer Manufacturing,Building Products
ZODIACLOTH.NS,Consumer Non-Durables,Apparel/Footwear
ZOTA.NS,Health Technology,Pharmaceuticals: Major
ZSARACOM.NS,Finance,Financial Conglomerates
ZTECH.NS,Industrial Services,Engineering & Construction
ZUARI.NS,Process Industries,Chemicals: Agricultural
ZUARIIND.NS,Process Industries,Agricultural Commodities/Milling
ZYDUSLIFE.NS,Health Technology,Pharmaceuticals: Major
ZYDUSWELL.NS,Consumer Non-Durables,Food: Major Diversified
