Ticker,Current_Price,High_52W,Pct_From_High,Avg_Volume,Return_1W,Return_1M,Return_3M,Return_6M,RS_Composite,EMA_10,EMA_20,SMA_50,SMA_100,SMA_200,RS_Percentile
AVL.NS,630.1500244140625,703.5025243881884,-10.426757180142033,232725.164,4.312208223954683,1.1519079672826171,21.126183544500577,36.58296459774555,0.21632643318300385,604.7710712857595,605.5122657522802,619.5552514648438,588.3975567626953,539.3472074890137,69
SPLPETRO.NS,832.3499755859375,965.127357372077,-13.757498507520904,179813.22,14.169122765598786,18.661338812589754,24.502500234630944,22.215147315831807,0.21385989035799838,744.0136191714091,728.5678565092866,718.4022705078125,715.6637322998047,676.8157765197753,69
CENTENKA.NS,577.7000122070312,659.4200186323656,-12.392709368275057,109708.29317269077,5.651065307953518,-3.578138636470829,17.097396383900552,41.02203101176318,0.21387510123376627,579.4774034651758,574.6088269071388,560.4963922119141,513.8506597900391,469.9020788574219,69
UDS.NS,213.02999877929688,263.3715158058594,-19.114260276981156,281475.6706827309,-5.2062462380087275,1.4283673843908717,18.054644544436993,40.297718528356285,0.21300529627750914,225.103800697361,220.28051086160522,206.20978912353516,189.53626602172852,176.29458683013917,69
GNFC.NS,560.75,596.9341143631162,-6.061659652627149,365212.876984127,0.784869667228727,6.03177746747634,15.40702952823423,36.77015566484305,0.20615013584625633,564.6717091494465,557.5123631666654,525.1096997070313,509.1011773681641,477.07754974365236,68
SPARC.NS,201.44000244140625,289.0,-30.297577009894027,3210797.353174603,0.9319574071985803,-1.8610504568158603,-9.97496988441685,60.44603547987401,0.2090690887598124,201.2093106299381,202.21694570790407,217.3358004760742,206.52500030517578,169.62180030822753,68
VIMTALABS.NS,625.1500244140625,854.0476872024161,-26.80150841906127,384478.7410358566,-5.530785883783529,-3.1750947455789325,20.375533244938104,40.78023150179002,0.21236655036703303,634.636019524437,630.5082213376702,606.1950048828126,553.3302471923828,530.5766694641113,68
LUMAXTECH.NS,1956.4000244140625,2148.699951171875,-8.949594225705383,258983.976,-5.029125028443571,12.553220536859389,22.404613772166737,30.511201061950842,0.20933596160957882,1970.5332313199572,1935.0774858970663,1722.2461108398438,1682.2714880371093,1620.4072717285155,68
SUPRIYA.NS,910.7999877929688,1083.7124081428149,-15.955563399534245,311263.664,13.538199806059325,-1.1884824505735359,-2.6806703453007397,50.77416188117871,0.2062158713937249,851.1676084613101,838.884335267345,851.3911486816406,835.8028332519531,758.7589498901367,68
CMPDI.NS,235.92999267578125,281.3180883112053,-16.134083630347273,4220735.208695652,5.812437271438098,-5.661963241015899,-0.21840824504677503,54.43283400219337,0.21156462206303947,235.5555442141784,236.4855763513647,246.09533477783202,236.62435104370118,,68
